date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Jan 08 2018,2018-01-08,4.678,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 09 2018,2018-01-09,4.761,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 10 2018,2018-01-10,4.978,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 11 2018,2018-01-11,4.963,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 12 2018,2018-01-12,4.752,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 13 2018,2018-01-13,4.846,74,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 14 2018,2018-01-14,5.009,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 15 2018,2018-01-15,5.015,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 16 2018,2018-01-16,5.101,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 17 2018,2018-01-17,5.024,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 18 2018,2018-01-18,4.787,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 19 2018,2018-01-19,5.056,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 20 2018,2018-01-20,4.93,66,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 21 2018,2018-01-21,4.947,68,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 22 2018,2018-01-22,4.92,74,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 23 2018,2018-01-23,4.865,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 24 2018,2018-01-24,5.145,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 25 2018,2018-01-25,5.245,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 26 2018,2018-01-26,5.378,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 27 2018,2018-01-27,5.155,64,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 28 2018,2018-01-28,4.897,83,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 29 2018,2018-01-29,4.828,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 30 2018,2018-01-30,4.966,60,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Jan 31 2018,2018-01-31,4.9,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 01 2018,2018-02-01,4.79,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 02 2018,2018-02-02,4.711,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 03 2018,2018-02-03,4.968,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 04 2018,2018-02-04,4.714,65,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 05 2018,2018-02-05,4.977,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 06 2018,2018-02-06,4.765,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 07 2018,2018-02-07,4.715,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 08 2018,2018-02-08,4.837,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 09 2018,2018-02-09,4.562,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 10 2018,2018-02-10,4.671,64,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 11 2018,2018-02-11,4.721,71,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 12 2018,2018-02-12,4.485,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 13 2018,2018-02-13,4.605,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 14 2018,2018-02-14,4.596,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 15 2018,2018-02-15,4.499,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 16 2018,2018-02-16,4.542,73,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 17 2018,2018-02-17,4.628,76,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 18 2018,2018-02-18,4.728,71,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 19 2018,2018-02-19,4.755,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 20 2018,2018-02-20,4.644,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 21 2018,2018-02-21,4.706,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 22 2018,2018-02-22,4.768,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 23 2018,2018-02-23,4.613,66,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 24 2018,2018-02-24,4.58,72,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 25 2018,2018-02-25,4.579,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 26 2018,2018-02-26,4.686,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 27 2018,2018-02-27,4.762,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Feb 28 2018,2018-02-28,4.56,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 01 2018,2018-03-01,4.475,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 02 2018,2018-03-02,4.665,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 03 2018,2018-03-03,4.593,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 04 2018,2018-03-04,4.574,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 05 2018,2018-03-05,4.652,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 06 2018,2018-03-06,4.541,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 07 2018,2018-03-07,4.626,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 08 2018,2018-03-08,4.586,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 09 2018,2018-03-09,4.542,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 10 2018,2018-03-10,4.679,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 11 2018,2018-03-11,4.501,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 12 2018,2018-03-12,4.523,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 13 2018,2018-03-13,4.512,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 14 2018,2018-03-14,4.451,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 15 2018,2018-03-15,4.526,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 16 2018,2018-03-16,4.17,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 17 2018,2018-03-17,4.544,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 18 2018,2018-03-18,4.544,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 19 2018,2018-03-19,4.429,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 20 2018,2018-03-20,4.425,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 21 2018,2018-03-21,4.51,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 22 2018,2018-03-22,4.472,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 23 2018,2018-03-23,4.355,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 24 2018,2018-03-24,4.22,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 25 2018,2018-03-25,4.407,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 26 2018,2018-03-26,4.193,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 27 2018,2018-03-27,4.324,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 28 2018,2018-03-28,4.252,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,0
Mar 29 2018,2018-03-29,4.134,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Mar 30 2018,2018-03-30,3.839,77,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Mar 31 2018,2018-03-31,3.882,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 01 2018,2018-04-01,3.92,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 02 2018,2018-04-02,3.942,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 03 2018,2018-04-03,3.825,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 04 2018,2018-04-04,4.048,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 05 2018,2018-04-05,3.858,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 06 2018,2018-04-06,4.011,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 07 2018,2018-04-07,4.001,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 08 2018,2018-04-08,3.729,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 09 2018,2018-04-09,3.82,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 10 2018,2018-04-10,3.835,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 11 2018,2018-04-11,3.749,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 12 2018,2018-04-12,3.805,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 13 2018,2018-04-13,3.767,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 14 2018,2018-04-14,3.871,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 15 2018,2018-04-15,3.877,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 16 2018,2018-04-16,3.83,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 17 2018,2018-04-17,3.718,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 18 2018,2018-04-18,3.796,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 19 2018,2018-04-19,3.725,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 20 2018,2018-04-20,3.891,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 21 2018,2018-04-21,3.947,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 22 2018,2018-04-22,3.745,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 23 2018,2018-04-23,3.851,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 24 2018,2018-04-24,3.778,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 25 2018,2018-04-25,3.588,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 26 2018,2018-04-26,3.79,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 27 2018,2018-04-27,3.688,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 28 2018,2018-04-28,3.719,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 29 2018,2018-04-29,3.816,60,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Apr 30 2018,2018-04-30,3.924,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 01 2018,2018-05-01,3.792,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 02 2018,2018-05-02,3.646,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 03 2018,2018-05-03,3.667,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 04 2018,2018-05-04,3.764,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 05 2018,2018-05-05,3.74,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 06 2018,2018-05-06,3.635,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 07 2018,2018-05-07,3.584,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 08 2018,2018-05-08,3.58,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 09 2018,2018-05-09,3.539,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 10 2018,2018-05-10,3.553,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 11 2018,2018-05-11,3.577,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 12 2018,2018-05-12,3.539,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 13 2018,2018-05-13,3.54,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 14 2018,2018-05-14,3.461,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 15 2018,2018-05-15,3.479,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 16 2018,2018-05-16,3.607,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 17 2018,2018-05-17,3.494,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 18 2018,2018-05-18,3.437,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 19 2018,2018-05-19,3.638,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 20 2018,2018-05-20,3.286,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 21 2018,2018-05-21,3.402,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 22 2018,2018-05-22,3.339,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 23 2018,2018-05-23,3.359,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 24 2018,2018-05-24,3.378,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 25 2018,2018-05-25,3.247,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 26 2018,2018-05-26,3.575,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 27 2018,2018-05-27,3.249,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 28 2018,2018-05-28,3.298,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 29 2018,2018-05-29,3.3,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 30 2018,2018-05-30,3.342,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
May 31 2018,2018-05-31,3.331,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 01 2018,2018-06-01,3.314,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 02 2018,2018-06-02,3.399,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 03 2018,2018-06-03,3.451,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 04 2018,2018-06-04,3.34,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 05 2018,2018-06-05,3.353,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 06 2018,2018-06-06,3.339,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 07 2018,2018-06-07,3.263,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 08 2018,2018-06-08,3.15,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 09 2018,2018-06-09,3.236,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 10 2018,2018-06-10,3.173,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 11 2018,2018-06-11,3.139,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 12 2018,2018-06-12,3.229,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 13 2018,2018-06-13,3.352,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 14 2018,2018-06-14,3.331,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 15 2018,2018-06-15,3.336,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 16 2018,2018-06-16,3.357,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 17 2018,2018-06-17,3.282,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 18 2018,2018-06-18,3.217,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 19 2018,2018-06-19,3.389,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 20 2018,2018-06-20,3.15,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 21 2018,2018-06-21,3.26,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 22 2018,2018-06-22,2.943,65,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 23 2018,2018-06-23,2.846,72,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 24 2018,2018-06-24,2.751,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 25 2018,2018-06-25,2.917,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 26 2018,2018-06-26,2.959,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 27 2018,2018-06-27,2.943,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 28 2018,2018-06-28,2.857,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 29 2018,2018-06-29,2.653,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jun 30 2018,2018-06-30,2.918,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 01 2018,2018-07-01,2.824,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 02 2018,2018-07-02,2.946,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 03 2018,2018-07-03,3.019,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 04 2018,2018-07-04,2.911,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 05 2018,2018-07-05,3.018,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 06 2018,2018-07-06,3.128,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 07 2018,2018-07-07,3.483,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 08 2018,2018-07-08,3.344,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 09 2018,2018-07-09,3.478,60,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 10 2018,2018-07-10,3.818,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 11 2018,2018-07-11,3.537,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 12 2018,2018-07-12,3.601,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 13 2018,2018-07-13,3.477,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 14 2018,2018-07-14,3.581,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 15 2018,2018-07-15,3.57,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 16 2018,2018-07-16,3.746,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 17 2018,2018-07-17,3.532,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 18 2018,2018-07-18,3.627,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 19 2018,2018-07-19,3.744,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 20 2018,2018-07-20,3.679,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 21 2018,2018-07-21,3.439,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 22 2018,2018-07-22,3.493,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 23 2018,2018-07-23,3.518,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 24 2018,2018-07-24,3.798,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 25 2018,2018-07-25,3.6,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 26 2018,2018-07-26,3.609,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 27 2018,2018-07-27,3.782,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 28 2018,2018-07-28,3.841,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 29 2018,2018-07-29,3.863,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 30 2018,2018-07-30,4.08,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Jul 31 2018,2018-07-31,4.084,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 01 2018,2018-08-01,4.744,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 02 2018,2018-08-02,3.75,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 03 2018,2018-08-03,3.854,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 04 2018,2018-08-04,3.908,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 05 2018,2018-08-05,4.173,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 06 2018,2018-08-06,4.129,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 07 2018,2018-08-07,3.963,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 08 2018,2018-08-08,3.693,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 09 2018,2018-08-09,3.941,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 10 2018,2018-08-10,4.406,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 11 2018,2018-08-11,3.866,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 12 2018,2018-08-12,3.725,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 13 2018,2018-08-13,3.784,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 14 2018,2018-08-14,3.681,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 15 2018,2018-08-15,3.888,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 16 2018,2018-08-16,3.807,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 17 2018,2018-08-17,3.801,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 18 2018,2018-08-18,3.741,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 19 2018,2018-08-19,3.909,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 20 2018,2018-08-20,3.96,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 21 2018,2018-08-21,3.901,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 22 2018,2018-08-22,3.876,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 23 2018,2018-08-23,3.827,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
Aug 24 2018,2018-08-24,3.96,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Field-Tested,1,1,1
