date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
May 27 2015,2015-05-27,13.019,311,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
May 28 2015,2015-05-28,10.905,269,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
May 29 2015,2015-05-29,12.11,212,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
May 30 2015,2015-05-30,14.097,155,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
May 31 2015,2015-05-31,14.327,135,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 01 2015,2015-06-01,14.977,100,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 02 2015,2015-06-02,16.348,76,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 03 2015,2015-06-03,12.704,120,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 04 2015,2015-06-04,9.643,188,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 05 2015,2015-06-05,8.968,188,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 06 2015,2015-06-06,8.639,213,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 07 2015,2015-06-07,9.254,163,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 08 2015,2015-06-08,8.869,156,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 09 2015,2015-06-09,9.143,132,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 10 2015,2015-06-10,9.092,175,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 11 2015,2015-06-11,7.685,170,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 12 2015,2015-06-12,7.063,221,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 13 2015,2015-06-13,7.043,239,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 14 2015,2015-06-14,6.725,224,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 15 2015,2015-06-15,6.872,198,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 16 2015,2015-06-16,6.874,178,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 17 2015,2015-06-17,6.834,171,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 18 2015,2015-06-18,6.492,215,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 19 2015,2015-06-19,6.217,251,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 20 2015,2015-06-20,6.104,262,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 21 2015,2015-06-21,5.883,231,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 22 2015,2015-06-22,5.96,261,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 23 2015,2015-06-23,6.207,224,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 24 2015,2015-06-24,6.476,218,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 25 2015,2015-06-25,6.317,253,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 26 2015,2015-06-26,6.376,214,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 27 2015,2015-06-27,6.281,263,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 28 2015,2015-06-28,6.381,244,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 29 2015,2015-06-29,6.149,236,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jun 30 2015,2015-06-30,6.138,277,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 01 2015,2015-07-01,6.214,251,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 02 2015,2015-07-02,6.182,251,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 03 2015,2015-07-03,5.963,233,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 04 2015,2015-07-04,5.851,243,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 05 2015,2015-07-05,5.405,261,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 06 2015,2015-07-06,5.334,300,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 07 2015,2015-07-07,5.304,278,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 08 2015,2015-07-08,5.438,254,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 09 2015,2015-07-09,5.279,295,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 10 2015,2015-07-10,5.319,259,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 11 2015,2015-07-11,5.269,278,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 12 2015,2015-07-12,5.336,273,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 13 2015,2015-07-13,4.969,294,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 14 2015,2015-07-14,5.01,280,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 15 2015,2015-07-15,4.928,282,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 16 2015,2015-07-16,4.804,306,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 17 2015,2015-07-17,4.631,276,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 18 2015,2015-07-18,4.682,282,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 19 2015,2015-07-19,4.365,308,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 20 2015,2015-07-20,4.646,314,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 21 2015,2015-07-21,4.499,284,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 22 2015,2015-07-22,4.54,240,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 23 2015,2015-07-23,4.489,307,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 24 2015,2015-07-24,4.392,274,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 25 2015,2015-07-25,4.284,281,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 26 2015,2015-07-26,4.133,319,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 27 2015,2015-07-27,4.032,345,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 28 2015,2015-07-28,4.151,330,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 29 2015,2015-07-29,4.099,295,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 30 2015,2015-07-30,3.996,320,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Jul 31 2015,2015-07-31,4.055,313,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 01 2015,2015-08-01,3.983,324,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 02 2015,2015-08-02,3.88,346,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 03 2015,2015-08-03,3.861,319,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 04 2015,2015-08-04,3.812,292,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 05 2015,2015-08-05,3.689,295,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 06 2015,2015-08-06,3.753,312,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 07 2015,2015-08-07,3.695,314,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 08 2015,2015-08-08,3.699,329,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 09 2015,2015-08-09,3.48,345,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 10 2015,2015-08-10,3.374,383,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 11 2015,2015-08-11,3.478,330,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 12 2015,2015-08-12,3.359,379,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 13 2015,2015-08-13,3.385,320,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 14 2015,2015-08-14,3.433,337,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 15 2015,2015-08-15,2.817,416,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 16 2015,2015-08-16,2.894,353,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 17 2015,2015-08-17,2.959,385,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 18 2015,2015-08-18,3.066,321,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 19 2015,2015-08-19,3.098,326,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 20 2015,2015-08-20,2.974,404,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 21 2015,2015-08-21,2.79,469,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 22 2015,2015-08-22,2.974,400,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 23 2015,2015-08-23,2.631,496,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 24 2015,2015-08-24,2.729,438,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 25 2015,2015-08-25,2.984,337,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 26 2015,2015-08-26,2.966,391,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 27 2015,2015-08-27,3.084,401,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 28 2015,2015-08-28,3.183,372,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 29 2015,2015-08-29,3.095,428,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 30 2015,2015-08-30,3.066,428,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Aug 31 2015,2015-08-31,3.201,355,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 01 2015,2015-09-01,3.235,381,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 02 2015,2015-09-02,3.17,324,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 03 2015,2015-09-03,3.105,317,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 04 2015,2015-09-04,3.074,388,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 05 2015,2015-09-05,3.003,441,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 06 2015,2015-09-06,2.935,411,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 07 2015,2015-09-07,2.893,359,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 08 2015,2015-09-08,2.904,332,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 09 2015,2015-09-09,2.968,307,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 10 2015,2015-09-10,2.88,337,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 11 2015,2015-09-11,2.851,379,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 12 2015,2015-09-12,2.822,457,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 13 2015,2015-09-13,2.755,439,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 14 2015,2015-09-14,2.756,391,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 15 2015,2015-09-15,2.766,509,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 16 2015,2015-09-16,6.17,1231,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 17 2015,2015-09-17,6.393,774,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 18 2015,2015-09-18,6.366,788,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 19 2015,2015-09-19,6.27,742,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 20 2015,2015-09-20,6.201,620,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 21 2015,2015-09-21,5.949,490,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 22 2015,2015-09-22,5.861,433,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 23 2015,2015-09-23,5.828,395,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 24 2015,2015-09-24,5.826,373,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 25 2015,2015-09-25,5.891,461,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 26 2015,2015-09-26,6.071,461,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 27 2015,2015-09-27,5.921,433,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 28 2015,2015-09-28,5.794,345,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 29 2015,2015-09-29,5.855,313,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Sep 30 2015,2015-09-30,5.634,338,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 01 2015,2015-10-01,5.606,327,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 02 2015,2015-10-02,5.704,371,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 03 2015,2015-10-03,5.697,390,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 04 2015,2015-10-04,5.632,368,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 05 2015,2015-10-05,5.589,321,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 06 2015,2015-10-06,5.53,289,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 07 2015,2015-10-07,5.421,323,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 08 2015,2015-10-08,5.399,273,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 09 2015,2015-10-09,5.367,340,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 10 2015,2015-10-10,5.396,385,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 11 2015,2015-10-11,5.313,336,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 12 2015,2015-10-12,5.562,309,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 13 2015,2015-10-13,5.282,288,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 14 2015,2015-10-14,5.302,298,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 15 2015,2015-10-15,5.134,282,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 16 2015,2015-10-16,5.251,323,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 17 2015,2015-10-17,5.189,356,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 18 2015,2015-10-18,5.084,361,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 19 2015,2015-10-19,5.089,275,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 20 2015,2015-10-20,5.092,260,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 21 2015,2015-10-21,4.604,355,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 22 2015,2015-10-22,4.439,280,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 23 2015,2015-10-23,4.718,372,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 24 2015,2015-10-24,4.751,331,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 25 2015,2015-10-25,4.707,381,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 26 2015,2015-10-26,4.737,297,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 27 2015,2015-10-27,4.619,285,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 28 2015,2015-10-28,4.702,335,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 29 2015,2015-10-29,4.596,342,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 30 2015,2015-10-30,4.79,426,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Oct 31 2015,2015-10-31,4.965,421,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 01 2015,2015-11-01,4.98,430,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 02 2015,2015-11-02,4.935,339,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 03 2015,2015-11-03,4.902,319,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 04 2015,2015-11-04,5.21,304,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 05 2015,2015-11-05,5.165,300,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 06 2015,2015-11-06,5.235,337,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 07 2015,2015-11-07,5.253,364,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 08 2015,2015-11-08,5.06,320,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 09 2015,2015-11-09,4.979,277,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 10 2015,2015-11-10,4.809,236,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 11 2015,2015-11-11,4.804,247,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 12 2015,2015-11-12,4.746,254,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 13 2015,2015-11-13,4.771,296,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 14 2015,2015-11-14,4.782,310,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 15 2015,2015-11-15,4.618,300,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 16 2015,2015-11-16,4.445,266,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 17 2015,2015-11-17,4.699,245,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 18 2015,2015-11-18,4.687,234,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 19 2015,2015-11-19,4.783,218,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 20 2015,2015-11-20,4.773,302,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 21 2015,2015-11-21,4.801,331,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 22 2015,2015-11-22,4.681,264,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 23 2015,2015-11-23,4.67,219,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 24 2015,2015-11-24,4.707,249,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 25 2015,2015-11-25,4.601,294,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 26 2015,2015-11-26,3.966,348,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 27 2015,2015-11-27,3.955,407,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 28 2015,2015-11-28,4.089,411,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 29 2015,2015-11-29,3.959,364,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Nov 30 2015,2015-11-30,3.946,326,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 01 2015,2015-12-01,4.071,315,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 02 2015,2015-12-02,4.526,254,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 03 2015,2015-12-03,4.669,252,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 04 2015,2015-12-04,4.729,300,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 05 2015,2015-12-05,4.936,318,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 06 2015,2015-12-06,4.983,353,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 07 2015,2015-12-07,4.882,328,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 08 2015,2015-12-08,5.009,271,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 09 2015,2015-12-09,4.968,395,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 10 2015,2015-12-10,4.852,332,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 11 2015,2015-12-11,4.896,360,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 12 2015,2015-12-12,4.916,393,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 13 2015,2015-12-13,4.714,361,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 14 2015,2015-12-14,4.703,290,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 15 2015,2015-12-15,4.764,268,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 16 2015,2015-12-16,4.767,257,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 17 2015,2015-12-17,4.775,245,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 18 2015,2015-12-18,4.58,297,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 19 2015,2015-12-19,4.565,324,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 20 2015,2015-12-20,4.548,287,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 21 2015,2015-12-21,4.29,279,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 22 2015,2015-12-22,4.237,328,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 23 2015,2015-12-23,3.624,390,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 24 2015,2015-12-24,3.462,450,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 25 2015,2015-12-25,4.138,435,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 26 2015,2015-12-26,4.192,427,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 27 2015,2015-12-27,4.288,379,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 28 2015,2015-12-28,4.286,402,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 29 2015,2015-12-29,4.068,441,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
Dec 30 2015,2015-12-30,3.912,411,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,0
