date,py_date,median_price,volume_sold,item,treated_unit,post_treat
Sep 01 2015,2015-09-01,2.015,444,Focal Resonance,0,0
Sep 02 2015,2015-09-02,2.294,167,Focal Resonance,0,0
Sep 03 2015,2015-09-03,2.261,127,Focal Resonance,0,0
Sep 04 2015,2015-09-04,2.234,147,Focal Resonance,0,0
Sep 05 2015,2015-09-05,2.262,120,Focal Resonance,0,0
Sep 06 2015,2015-09-06,2.193,128,Focal Resonance,0,0
Sep 07 2015,2015-09-07,2.152,118,Focal Resonance,0,0
Sep 08 2015,2015-09-08,1.842,147,Focal Resonance,0,0
Sep 09 2015,2015-09-09,1.729,162,Focal Resonance,0,0
Sep 10 2015,2015-09-10,2.237,114,Focal Resonance,0,0
Sep 11 2015,2015-09-11,2.816,89,Focal Resonance,0,0
Sep 12 2015,2015-09-12,4.007,80,Focal Resonance,0,0
Sep 13 2015,2015-09-13,4.503,47,Focal Resonance,0,0
Sep 14 2015,2015-09-14,3.654,53,Focal Resonance,0,0
Sep 15 2015,2015-09-15,3.623,53,Focal Resonance,0,0
Sep 16 2015,2015-09-16,3.295,69,Focal Resonance,0,0
Sep 17 2015,2015-09-17,3.727,65,Focal Resonance,0,0
Sep 18 2015,2015-09-18,4.058,44,Focal Resonance,0,0
Sep 19 2015,2015-09-19,3.652,69,Focal Resonance,0,0
Sep 20 2015,2015-09-20,4.546,74,Focal Resonance,0,0
Sep 21 2015,2015-09-21,4.534,42,Focal Resonance,0,0
Sep 22 2015,2015-09-22,3.597,64,Focal Resonance,0,0
Sep 23 2015,2015-09-23,2.624,81,Focal Resonance,0,0
Sep 24 2015,2015-09-24,2.717,64,Focal Resonance,0,0
Sep 25 2015,2015-09-25,2.629,74,Focal Resonance,0,0
Sep 26 2015,2015-09-26,2.605,112,Focal Resonance,0,0
Sep 27 2015,2015-09-27,2.426,102,Focal Resonance,0,0
Sep 28 2015,2015-09-28,2.592,88,Focal Resonance,0,0
Sep 29 2015,2015-09-29,2.719,71,Focal Resonance,0,0
Sep 30 2015,2015-09-30,2.827,64,Focal Resonance,0,0
Oct 01 2015,2015-10-01,2.189,84,Focal Resonance,0,0
Oct 02 2015,2015-10-02,2.286,97,Focal Resonance,0,0
Oct 03 2015,2015-10-03,2.251,100,Focal Resonance,0,0
Oct 04 2015,2015-10-04,2.161,71,Focal Resonance,0,0
Oct 05 2015,2015-10-05,2.086,83,Focal Resonance,0,0
Oct 06 2015,2015-10-06,2.133,72,Focal Resonance,0,0
Oct 07 2015,2015-10-07,2.062,89,Focal Resonance,0,0
Oct 08 2015,2015-10-08,2.108,83,Focal Resonance,0,0
Oct 09 2015,2015-10-09,2.119,81,Focal Resonance,0,0
Oct 10 2015,2015-10-10,1.631,169,Focal Resonance,0,0
Oct 11 2015,2015-10-11,1.727,165,Focal Resonance,0,0
Oct 12 2015,2015-10-12,1.875,133,Focal Resonance,0,0
Oct 13 2015,2015-10-13,1.961,153,Focal Resonance,0,0
Oct 14 2015,2015-10-14,1.833,129,Focal Resonance,0,0
Oct 15 2015,2015-10-15,1.909,147,Focal Resonance,0,0
Oct 16 2015,2015-10-16,1.962,142,Focal Resonance,0,0
Oct 17 2015,2015-10-17,1.703,250,Focal Resonance,0,0
Oct 18 2015,2015-10-18,1.908,160,Focal Resonance,0,0
Oct 19 2015,2015-10-19,1.856,147,Focal Resonance,0,0
Oct 20 2015,2015-10-20,1.792,135,Focal Resonance,0,0
Oct 21 2015,2015-10-21,1.692,128,Focal Resonance,0,0
Oct 22 2015,2015-10-22,1.695,164,Focal Resonance,0,0
Oct 23 2015,2015-10-23,1.717,180,Focal Resonance,0,0
Oct 24 2015,2015-10-24,1.926,174,Focal Resonance,0,0
Oct 25 2015,2015-10-25,1.876,166,Focal Resonance,0,0
Oct 26 2015,2015-10-26,1.831,151,Focal Resonance,0,0
Oct 27 2015,2015-10-27,1.869,155,Focal Resonance,0,0
Oct 28 2015,2015-10-28,1.886,113,Focal Resonance,0,0
Oct 29 2015,2015-10-29,1.859,120,Focal Resonance,0,0
Oct 30 2015,2015-10-30,1.843,173,Focal Resonance,0,0
Oct 31 2015,2015-10-31,1.821,167,Focal Resonance,0,0
Nov 01 2015,2015-11-01,1.737,164,Focal Resonance,0,0
Nov 02 2015,2015-11-02,1.732,143,Focal Resonance,0,0
Nov 03 2015,2015-11-03,1.716,142,Focal Resonance,0,0
Nov 04 2015,2015-11-04,1.735,168,Focal Resonance,0,0
Nov 05 2015,2015-11-05,1.683,130,Focal Resonance,0,0
Nov 06 2015,2015-11-06,1.679,169,Focal Resonance,0,0
Nov 07 2015,2015-11-07,1.635,178,Focal Resonance,0,0
Nov 08 2015,2015-11-08,1.574,184,Focal Resonance,0,0
Nov 09 2015,2015-11-09,1.555,166,Focal Resonance,0,0
Nov 10 2015,2015-11-10,1.519,155,Focal Resonance,0,0
Nov 11 2015,2015-11-11,1.507,182,Focal Resonance,0,0
Nov 12 2015,2015-11-12,1.554,142,Focal Resonance,0,0
Nov 13 2015,2015-11-13,1.54,155,Focal Resonance,0,0
Nov 14 2015,2015-11-14,1.536,203,Focal Resonance,0,0
Nov 15 2015,2015-11-15,1.589,187,Focal Resonance,0,0
Nov 16 2015,2015-11-16,1.614,130,Focal Resonance,0,0
Nov 17 2015,2015-11-17,1.657,168,Focal Resonance,0,0
Nov 18 2015,2015-11-18,1.675,234,Focal Resonance,0,0
Nov 19 2015,2015-11-19,1.675,199,Focal Resonance,0,0
Nov 20 2015,2015-11-20,1.71,194,Focal Resonance,0,0
Nov 21 2015,2015-11-21,1.737,234,Focal Resonance,0,0
Nov 22 2015,2015-11-22,1.729,193,Focal Resonance,0,0
Nov 23 2015,2015-11-23,1.737,183,Focal Resonance,0,0
Nov 24 2015,2015-11-24,2.006,127,Focal Resonance,0,0
Nov 25 2015,2015-11-25,2.041,128,Focal Resonance,0,0
Nov 26 2015,2015-11-26,1.973,140,Focal Resonance,0,0
Nov 27 2015,2015-11-27,1.962,160,Focal Resonance,0,0
Nov 28 2015,2015-11-28,2.021,171,Focal Resonance,0,0
Nov 29 2015,2015-11-29,2.001,154,Focal Resonance,0,0
Nov 30 2015,2015-11-30,1.958,146,Focal Resonance,0,0
Dec 01 2015,2015-12-01,2.02,127,Focal Resonance,0,0
Dec 02 2015,2015-12-02,2.039,134,Focal Resonance,0,0
Dec 03 2015,2015-12-03,2.026,126,Focal Resonance,0,0
Dec 04 2015,2015-12-04,1.933,165,Focal Resonance,0,0
Dec 05 2015,2015-12-05,1.912,167,Focal Resonance,0,0
Dec 06 2015,2015-12-06,1.854,176,Focal Resonance,0,0
Dec 07 2015,2015-12-07,1.832,161,Focal Resonance,0,0
Dec 08 2015,2015-12-08,1.873,136,Focal Resonance,0,0
Dec 09 2015,2015-12-09,1.849,162,Focal Resonance,0,0
Dec 10 2015,2015-12-10,1.952,155,Focal Resonance,0,0
Dec 11 2015,2015-12-11,1.964,143,Focal Resonance,0,0
Dec 12 2015,2015-12-12,1.988,176,Focal Resonance,0,0
Dec 13 2015,2015-12-13,2.077,141,Focal Resonance,0,0
Dec 14 2015,2015-12-14,2.336,123,Focal Resonance,0,0
Dec 15 2015,2015-12-15,2.653,86,Focal Resonance,0,0
Dec 16 2015,2015-12-16,2.362,105,Focal Resonance,0,0
Dec 17 2015,2015-12-17,2.349,112,Focal Resonance,0,0
Dec 18 2015,2015-12-18,2.468,95,Focal Resonance,0,0
Dec 19 2015,2015-12-19,2.426,117,Focal Resonance,0,0
Dec 20 2015,2015-12-20,2.324,124,Focal Resonance,0,0
Dec 21 2015,2015-12-21,2.32,114,Focal Resonance,0,0
Dec 22 2015,2015-12-22,2.268,107,Focal Resonance,0,0
Dec 23 2015,2015-12-23,2.236,121,Focal Resonance,0,0
Dec 24 2015,2015-12-24,2.137,122,Focal Resonance,0,0
Dec 25 2015,2015-12-25,2.184,123,Focal Resonance,0,0
Dec 26 2015,2015-12-26,2.169,134,Focal Resonance,0,0
Dec 27 2015,2015-12-27,2.041,152,Focal Resonance,0,0
Dec 28 2015,2015-12-28,1.978,180,Focal Resonance,0,0
Dec 29 2015,2015-12-29,2.172,164,Focal Resonance,0,0
Dec 30 2015,2015-12-30,2.064,156,Focal Resonance,0,0
Dec 31 2015,2015-12-31,1.981,148,Focal Resonance,0,0
Jan 01 2016,2016-01-01,2.021,175,Focal Resonance,0,0
Jan 02 2016,2016-01-02,2.078,188,Focal Resonance,0,0
Jan 03 2016,2016-01-03,2.04,175,Focal Resonance,0,0
Jan 04 2016,2016-01-04,2.004,196,Focal Resonance,0,0
Jan 05 2016,2016-01-05,2.074,163,Focal Resonance,0,0
Jan 06 2016,2016-01-06,2.173,143,Focal Resonance,0,0
Jan 07 2016,2016-01-07,2.219,156,Focal Resonance,0,0
Jan 08 2016,2016-01-08,2.25,170,Focal Resonance,0,0
Jan 09 2016,2016-01-09,2.214,169,Focal Resonance,0,0
Jan 10 2016,2016-01-10,2.092,159,Focal Resonance,0,0
Jan 11 2016,2016-01-11,2.08,144,Focal Resonance,0,0
Jan 12 2016,2016-01-12,2.061,143,Focal Resonance,0,0
Jan 13 2016,2016-01-13,2.077,138,Focal Resonance,0,0
Jan 14 2016,2016-01-14,2.096,134,Focal Resonance,0,0
Jan 15 2016,2016-01-15,2.061,158,Focal Resonance,0,0
Jan 16 2016,2016-01-16,2.045,177,Focal Resonance,0,0
Jan 17 2016,2016-01-17,2.075,164,Focal Resonance,0,0
Jan 18 2016,2016-01-18,2.054,141,Focal Resonance,0,0
Jan 19 2016,2016-01-19,2.032,128,Focal Resonance,0,0
Jan 20 2016,2016-01-20,2.033,145,Focal Resonance,0,0
Jan 21 2016,2016-01-21,2.048,127,Focal Resonance,0,0
Jan 22 2016,2016-01-22,2.075,148,Focal Resonance,0,0
Jan 23 2016,2016-01-23,2.06,156,Focal Resonance,0,0
Jan 24 2016,2016-01-24,2.056,131,Focal Resonance,0,0
Jan 25 2016,2016-01-25,2.033,135,Focal Resonance,0,0
Jan 26 2016,2016-01-26,2.036,127,Focal Resonance,0,0
Jan 27 2016,2016-01-27,1.981,151,Focal Resonance,0,0
Jan 28 2016,2016-01-28,1.818,148,Focal Resonance,0,0
Jan 29 2016,2016-01-29,1.83,157,Focal Resonance,0,0
Jan 30 2016,2016-01-30,1.83,183,Focal Resonance,0,0
Jan 31 2016,2016-01-31,1.826,153,Focal Resonance,0,0
Feb 01 2016,2016-02-01,1.786,133,Focal Resonance,0,0
Feb 02 2016,2016-02-02,1.778,139,Focal Resonance,0,0
Feb 03 2016,2016-02-03,1.815,132,Focal Resonance,0,0
Feb 04 2016,2016-02-04,1.754,131,Focal Resonance,0,0
Feb 05 2016,2016-02-05,1.765,144,Focal Resonance,0,0
Feb 06 2016,2016-02-06,1.774,154,Focal Resonance,0,0
Feb 07 2016,2016-02-07,1.76,165,Focal Resonance,0,0
Feb 08 2016,2016-02-08,1.745,137,Focal Resonance,0,0
Feb 09 2016,2016-02-09,1.765,121,Focal Resonance,0,0
Feb 10 2016,2016-02-10,1.702,140,Focal Resonance,0,0
Feb 11 2016,2016-02-11,1.707,139,Focal Resonance,0,0
Feb 12 2016,2016-02-12,1.676,222,Focal Resonance,0,0
Feb 13 2016,2016-02-13,1.75,199,Focal Resonance,0,0
Feb 14 2016,2016-02-14,1.764,205,Focal Resonance,0,0
Feb 15 2016,2016-02-15,1.86,148,Focal Resonance,0,0
Feb 16 2016,2016-02-16,1.813,172,Focal Resonance,0,0
Feb 17 2016,2016-02-17,1.777,163,Focal Resonance,0,0
Feb 18 2016,2016-02-18,1.757,157,Focal Resonance,0,0
Feb 19 2016,2016-02-19,1.699,168,Focal Resonance,0,0
Feb 20 2016,2016-02-20,1.738,205,Focal Resonance,0,0
Feb 21 2016,2016-02-21,1.779,185,Focal Resonance,0,0
Feb 22 2016,2016-02-22,1.752,165,Focal Resonance,0,0
Feb 23 2016,2016-02-23,1.77,172,Focal Resonance,0,0
Feb 24 2016,2016-02-24,1.845,148,Focal Resonance,0,0
Feb 25 2016,2016-02-25,1.908,130,Focal Resonance,0,0
Feb 26 2016,2016-02-26,1.964,205,Focal Resonance,0,0
Feb 27 2016,2016-02-27,2.011,196,Focal Resonance,0,0
Feb 28 2016,2016-02-28,2.019,182,Focal Resonance,0,0
Feb 29 2016,2016-02-29,1.979,177,Focal Resonance,0,0
Mar 01 2016,2016-03-01,1.983,169,Focal Resonance,0,0
Mar 02 2016,2016-03-02,2.035,154,Focal Resonance,0,0
Mar 03 2016,2016-03-03,2.058,128,Focal Resonance,0,0
Mar 04 2016,2016-03-04,2.03,210,Focal Resonance,0,0
Mar 05 2016,2016-03-05,2.066,208,Focal Resonance,0,0
Mar 06 2016,2016-03-06,2.124,179,Focal Resonance,0,0
Mar 07 2016,2016-03-07,2.197,153,Focal Resonance,0,0
Mar 08 2016,2016-03-08,2.179,127,Focal Resonance,0,0
Mar 09 2016,2016-03-09,2.188,119,Focal Resonance,0,0
Mar 10 2016,2016-03-10,2.125,123,Focal Resonance,0,0
Mar 11 2016,2016-03-11,2.267,108,Focal Resonance,0,0
Mar 12 2016,2016-03-12,2.486,107,Focal Resonance,0,0
Mar 13 2016,2016-03-13,2.442,104,Focal Resonance,0,0
Mar 14 2016,2016-03-14,2.364,105,Focal Resonance,0,0
Mar 15 2016,2016-03-15,2.347,97,Focal Resonance,0,0
Mar 16 2016,2016-03-16,2.316,101,Focal Resonance,0,0
Mar 17 2016,2016-03-17,2.327,111,Focal Resonance,0,0
Mar 18 2016,2016-03-18,2.424,110,Focal Resonance,0,0
Mar 19 2016,2016-03-19,2.463,101,Focal Resonance,0,0
Mar 20 2016,2016-03-20,2.423,115,Focal Resonance,0,0
Mar 21 2016,2016-03-21,2.425,90,Focal Resonance,0,0
Mar 22 2016,2016-03-22,2.404,71,Focal Resonance,0,0
Mar 23 2016,2016-03-23,2.382,94,Focal Resonance,0,0
Mar 24 2016,2016-03-24,2.373,114,Focal Resonance,0,0
Mar 25 2016,2016-03-25,2.394,125,Focal Resonance,0,0
Mar 26 2016,2016-03-26,2.399,95,Focal Resonance,0,0
Mar 27 2016,2016-03-27,2.429,109,Focal Resonance,0,0
Mar 28 2016,2016-03-28,2.332,78,Focal Resonance,0,0
Mar 29 2016,2016-03-29,2.294,89,Focal Resonance,0,0
Mar 30 2016,2016-03-30,2.307,90,Focal Resonance,0,0
Mar 31 2016,2016-03-31,2.359,86,Focal Resonance,0,0
Apr 01 2016,2016-04-01,2.399,121,Focal Resonance,0,0
Apr 02 2016,2016-04-02,2.365,122,Focal Resonance,0,0
Apr 03 2016,2016-04-03,2.336,121,Focal Resonance,0,0
Apr 04 2016,2016-04-04,2.303,97,Focal Resonance,0,0
Apr 05 2016,2016-04-05,2.287,110,Focal Resonance,0,0
Apr 06 2016,2016-04-06,2.264,85,Focal Resonance,0,0
Apr 07 2016,2016-04-07,2.261,97,Focal Resonance,0,0
Apr 08 2016,2016-04-08,2.279,106,Focal Resonance,0,0
Apr 09 2016,2016-04-09,2.307,111,Focal Resonance,0,0
Apr 10 2016,2016-04-10,2.275,103,Focal Resonance,0,0
Apr 11 2016,2016-04-11,2.278,89,Focal Resonance,0,0
Apr 12 2016,2016-04-12,2.233,67,Focal Resonance,0,0
Apr 13 2016,2016-04-13,2.244,85,Focal Resonance,0,0
Apr 14 2016,2016-04-14,2.256,78,Focal Resonance,0,0
Apr 15 2016,2016-04-15,2.259,83,Focal Resonance,0,0
Apr 16 2016,2016-04-16,2.252,122,Focal Resonance,0,0
Apr 17 2016,2016-04-17,2.268,109,Focal Resonance,0,0
Apr 18 2016,2016-04-18,2.179,102,Focal Resonance,0,0
Apr 19 2016,2016-04-19,2.168,82,Focal Resonance,0,0
Apr 20 2016,2016-04-20,2.175,79,Focal Resonance,0,0
Apr 21 2016,2016-04-21,2.151,77,Focal Resonance,0,0
Apr 22 2016,2016-04-22,2.105,100,Focal Resonance,0,0
Apr 23 2016,2016-04-23,2.115,99,Focal Resonance,0,0
Apr 24 2016,2016-04-24,2.1,93,Focal Resonance,0,0
Apr 25 2016,2016-04-25,2.032,82,Focal Resonance,0,0
Apr 26 2016,2016-04-26,2.037,75,Focal Resonance,0,0
Apr 27 2016,2016-04-27,2.016,70,Focal Resonance,0,0
Apr 28 2016,2016-04-28,2.001,81,Focal Resonance,0,0
Apr 29 2016,2016-04-29,2.003,107,Focal Resonance,0,0
Apr 30 2016,2016-04-30,2.056,121,Focal Resonance,0,0
May 01 2016,2016-05-01,2.154,94,Focal Resonance,0,0
May 02 2016,2016-05-02,2.208,106,Focal Resonance,0,0
May 03 2016,2016-05-03,2.207,83,Focal Resonance,0,0
May 04 2016,2016-05-04,2.14,90,Focal Resonance,0,0
May 05 2016,2016-05-05,2.179,102,Focal Resonance,0,0
May 06 2016,2016-05-06,2.171,124,Focal Resonance,0,0
May 07 2016,2016-05-07,2.167,102,Focal Resonance,0,0
May 08 2016,2016-05-08,2.206,87,Focal Resonance,0,0
May 09 2016,2016-05-09,2.097,95,Focal Resonance,0,0
May 10 2016,2016-05-10,2.063,81,Focal Resonance,0,0
May 11 2016,2016-05-11,2.025,88,Focal Resonance,0,0
May 12 2016,2016-05-12,2.04,116,Focal Resonance,0,0
May 13 2016,2016-05-13,2.021,112,Focal Resonance,0,0
May 14 2016,2016-05-14,2.004,128,Focal Resonance,0,0
May 15 2016,2016-05-15,2.014,134,Focal Resonance,0,0
May 16 2016,2016-05-16,2.004,93,Focal Resonance,0,0
May 17 2016,2016-05-17,1.649,144,Focal Resonance,0,0
May 18 2016,2016-05-18,1.645,107,Focal Resonance,0,0
May 19 2016,2016-05-19,1.63,93,Focal Resonance,0,0
May 20 2016,2016-05-20,1.655,120,Focal Resonance,0,0
May 21 2016,2016-05-21,1.706,122,Focal Resonance,0,0
May 22 2016,2016-05-22,1.784,107,Focal Resonance,0,0
May 23 2016,2016-05-23,1.746,99,Focal Resonance,0,0
May 24 2016,2016-05-24,1.728,108,Focal Resonance,0,0
May 25 2016,2016-05-25,1.711,96,Focal Resonance,0,0
May 26 2016,2016-05-26,1.693,101,Focal Resonance,0,0
May 27 2016,2016-05-27,1.653,109,Focal Resonance,0,0
May 28 2016,2016-05-28,1.697,103,Focal Resonance,0,0
May 29 2016,2016-05-29,1.685,108,Focal Resonance,0,0
May 30 2016,2016-05-30,1.71,100,Focal Resonance,0,0
May 31 2016,2016-05-31,1.703,106,Focal Resonance,0,0
Jun 01 2016,2016-06-01,1.682,101,Focal Resonance,0,0
Jun 02 2016,2016-06-02,1.661,104,Focal Resonance,0,0
Jun 03 2016,2016-06-03,1.646,91,Focal Resonance,0,0
Jun 04 2016,2016-06-04,1.487,109,Focal Resonance,0,0
Jun 05 2016,2016-06-05,1.457,112,Focal Resonance,0,0
Jun 06 2016,2016-06-06,1.507,93,Focal Resonance,0,0
Jun 07 2016,2016-06-07,1.526,89,Focal Resonance,0,0
Jun 08 2016,2016-06-08,1.509,100,Focal Resonance,0,0
Jun 09 2016,2016-06-09,1.508,124,Focal Resonance,0,0
Jun 10 2016,2016-06-10,1.498,142,Focal Resonance,0,0
Jun 11 2016,2016-06-11,1.465,152,Focal Resonance,0,0
Jun 12 2016,2016-06-12,1.484,214,Focal Resonance,0,0
Jun 13 2016,2016-06-13,1.502,196,Focal Resonance,0,0
Jun 14 2016,2016-06-14,1.497,162,Focal Resonance,0,0
Jun 15 2016,2016-06-15,1.495,149,Focal Resonance,0,0
Jun 16 2016,2016-06-16,1.57,124,Focal Resonance,0,0
Jun 17 2016,2016-06-17,1.587,155,Focal Resonance,0,0
Jun 18 2016,2016-06-18,1.592,155,Focal Resonance,0,0
Jun 19 2016,2016-06-19,1.592,166,Focal Resonance,0,0
Jun 20 2016,2016-06-20,1.685,155,Focal Resonance,0,0
Jun 21 2016,2016-06-21,1.84,144,Focal Resonance,0,0
Jun 22 2016,2016-06-22,2.04,97,Focal Resonance,0,0
Jun 23 2016,2016-06-23,1.914,96,Focal Resonance,0,0
Jun 24 2016,2016-06-24,1.855,112,Focal Resonance,0,0
Jun 25 2016,2016-06-25,1.739,111,Focal Resonance,0,0
Jun 26 2016,2016-06-26,1.826,131,Focal Resonance,0,0
Jun 27 2016,2016-06-27,1.795,95,Focal Resonance,0,0
Jun 28 2016,2016-06-28,1.747,108,Focal Resonance,0,0
Jun 29 2016,2016-06-29,1.752,107,Focal Resonance,0,0
Jun 30 2016,2016-06-30,1.753,96,Focal Resonance,0,0
Jul 01 2016,2016-07-01,1.617,119,Focal Resonance,0,0
Jul 02 2016,2016-07-02,1.59,130,Focal Resonance,0,0
Jul 03 2016,2016-07-03,1.646,128,Focal Resonance,0,0
Jul 04 2016,2016-07-04,1.631,114,Focal Resonance,0,0
Jul 05 2016,2016-07-05,1.676,108,Focal Resonance,0,0
Jul 06 2016,2016-07-06,1.685,102,Focal Resonance,0,0
Jul 07 2016,2016-07-07,1.734,94,Focal Resonance,0,0
Jul 08 2016,2016-07-08,1.738,119,Focal Resonance,0,0
Jul 09 2016,2016-07-09,1.708,147,Focal Resonance,0,0
Jul 10 2016,2016-07-10,1.702,137,Focal Resonance,0,0
Jul 11 2016,2016-07-11,1.722,110,Focal Resonance,0,0
Jul 12 2016,2016-07-12,1.717,137,Focal Resonance,0,0
Jul 13 2016,2016-07-13,1.749,95,Focal Resonance,0,0
Jul 14 2016,2016-07-14,1.742,94,Focal Resonance,0,0
Jul 15 2016,2016-07-15,1.641,131,Focal Resonance,0,0
Jul 16 2016,2016-07-16,1.712,121,Focal Resonance,0,0
Jul 17 2016,2016-07-17,1.677,112,Focal Resonance,0,0
Jul 18 2016,2016-07-18,1.684,89,Focal Resonance,0,0
Jul 19 2016,2016-07-19,1.668,95,Focal Resonance,0,0
Jul 20 2016,2016-07-20,1.66,88,Focal Resonance,0,0
Jul 21 2016,2016-07-21,1.667,110,Focal Resonance,0,0
Jul 22 2016,2016-07-22,1.669,120,Focal Resonance,0,0
Jul 23 2016,2016-07-23,1.694,139,Focal Resonance,0,0
Jul 24 2016,2016-07-24,1.692,90,Focal Resonance,0,0
Jul 25 2016,2016-07-25,1.657,115,Focal Resonance,0,0
Jul 26 2016,2016-07-26,1.628,114,Focal Resonance,0,0
Jul 27 2016,2016-07-27,1.644,128,Focal Resonance,0,0
Jul 28 2016,2016-07-28,1.685,150,Focal Resonance,0,0
Jul 29 2016,2016-07-29,1.751,144,Focal Resonance,0,0
Jul 30 2016,2016-07-30,1.806,116,Focal Resonance,0,0
Jul 31 2016,2016-07-31,1.927,95,Focal Resonance,0,0
Aug 01 2016,2016-08-01,1.823,110,Focal Resonance,0,0
Aug 02 2016,2016-08-02,1.812,127,Focal Resonance,0,0
Aug 03 2016,2016-08-03,1.949,107,Focal Resonance,0,0
Aug 04 2016,2016-08-04,1.967,98,Focal Resonance,0,0
Aug 05 2016,2016-08-05,1.857,98,Focal Resonance,0,0
Aug 06 2016,2016-08-06,1.754,142,Focal Resonance,0,0
Aug 07 2016,2016-08-07,1.734,114,Focal Resonance,0,0
Aug 08 2016,2016-08-08,1.836,88,Focal Resonance,0,0
Aug 09 2016,2016-08-09,1.736,112,Focal Resonance,0,0
Aug 10 2016,2016-08-10,1.669,118,Focal Resonance,0,0
Aug 11 2016,2016-08-11,1.653,110,Focal Resonance,0,0
